tweet_created,username,user_follower_count,tweet_text,tweet_retweet_count,source
2022-10-09,tash in los angeles,3774,rt revelbubs oh it s their love language https t co keoddfcccb,48,other
2022-10-09,loukas,11430,rt ramblingsloa love is the language all animals understand a d williams tt macygruber6 https t co qkrmmllvxw,224,other
2022-10-09,emily,300,rt shierushiemu i love reading about hanakotoba flower language so i tried to make a compilation of the flower s meanings in eth,82,other
2022-10-09,chloe,1687,rt definedbyky i asked some friends what love language i provided for them 3 said words of affirmation 3 said quality time 2 said acts o,1,other
2022-10-09,ping ino,264,rt robertolacayo03 mi love language es consentirte,6,other
2022-10-09,nokuthula,1178,rt thirstysphe the caramellos someone s chopping onions her nandi and manie inherited their mother s language of love adressforsind,1019,other
2022-10-09,chrissy,376,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,azteclady,1646,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,franco exe,72,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,fats,1279,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,mercy,733,it s a love language to me https t co jgsoocmyj6,0,original tweet
2022-10-09,hernan luis,519,rt leviwithnos i think our love language stems from how our parents loved us i usually do a lot of acts of service to my exes cleaning,616,leviwithnos
2022-10-09,ablebae thee stallion,122101,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,mat,389,my love language is remembering small details about u,0,original tweet
2022-10-09,sakthi saranyaa,262,rt biitchfeels arguing is my love language,5,other
2022-10-09,kari rae,431,rt onlyhermosa love your partner in their love language not yours,15881,other
2022-10-09,pabalelo m,80,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,adanma,89,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,fan unoverse shomatober,2005,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,d,421,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,brownie gieecita,29,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,babygirl,952,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,cesar,11,rt itspureluv of course i remembered is a love language,58228,other
2022-10-09,lucky from poetic justice,424,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,jennifer savill n,180,rt whotfckisfrank mi love language es estar chingue y chingue,2593,whotfckisfrank
2022-10-09,m,209,iniisip ko anong love language ko hahahahahah wala ata,0,original tweet
2022-10-09,karonita,558,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,wendy serizawa,6719,something something cooking as a love language https t co om8e6g39da,0,original tweet
2022-10-09,mercury science fiction,2409,the art of love death robots hardcover by ramin zahed immerse yourself in the artworks from the first three vo https t co 3wzzhlhfwk,1,original tweet
2022-10-09,isstillwaitingforloona,8,rt shierushiemu i love reading about hanakotoba flower language so i tried to make a compilation of the flower s meanings in eth,82,other
2022-10-09,main character,433,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,js,138,rt leviwithnos i think our love language stems from how our parents loved us i usually do a lot of acts of service to my exes cleaning,616,leviwithnos
2022-10-09,m,552,rt revelbubs oh it s their love language https t co keoddfcccb,48,other
2022-10-09,mars bar,374,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,fawaz,33910,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,christine skate shomasupportcorner,755,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,dove vision,663,suwaidybaba he should have atleast shown appreciation some people don t love being d center of attraction n she sh https t co s4qy5ds4,0,original tweet
2022-10-09,cel,775,rt seulrenethebae flowers are really seulrene s love language https t co 9hnmrpsc,727,seulrenethebae
2022-10-09,chai,83,rt seulrenethebae flowers are really seulrene s love language https t co 9hnmrpsc,727,seulrenethebae
2022-10-09,grimace,311,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,that girl,572,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,b your fairy godmommy,1446,rt mostardntiy nesta had loved cassian since she d first laid eyes on him had loved him even when she did not want to even when she ha,10,other
2022-10-09,bee,313,rt leviwithnos i think our love language stems from how our parents loved us i usually do a lot of acts of service to my exes cleaning,616,leviwithnos
2022-10-09,paula,34,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,cowboys 3,7660,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,the flaming lotus cosmic hottie,1417,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,vico,55,rt anavalerialr my love language es darte exclusividad,1291,other
2022-10-09,soulonfleek,1065,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,last legitimate world champion lewis hamilton,384,cidden my love language https t co tre0pawr,0,original tweet
2022-10-09,nat ksi kara era,784,m j love language to wysy anie swoich zdj,0,original tweet
2022-10-09,spoochi,448,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,danladi,662,salesboyafrica suwaidybaba asin i was struggling to understand that quote the thing con dey pain me for head li https t co kotlprlgja,0,original tweet
2022-10-09,feelings,1270,rt bgdadyspnkbtm being able to be completely weird and goofy together is my kind of love language,198,other
2022-10-09,michelle n,399,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,sel,461,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,r e no,165,rt shierushiemu i love reading about hanakotoba flower language so i tried to make a compilation of the flower s meanings in eth,82,other
2022-10-09,annanofilter,49,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,lu,830,rt mostardntiy nesta had loved cassian since she d first laid eyes on him had loved him even when she did not want to even when she ha,10,other
2022-10-09,jiahbby,302,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,demon possessed thrift store find,557,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,pelvis presley,1065,jaylencee i feel that waffle house my love language all star special me,0,original tweet
2022-10-09,nena,308,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,alaaya happiest girl in the world,69,rt miamiumiw doil love language say saranghae and kiss injoo save injoo s life more than once save her in court secured her money,124,other
2022-10-09,toni childs,1449,physical touch isn t even my top love language but i need that right now a hug something,0,original tweet
2022-10-09,nova said spookily,870,his secondary love language is fighting words but is paradoxically also words of affirmation because he s very co https t co c8wbqreqsh,0,original tweet
2022-10-09,znadz,171,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,af,372,i hate that my love language is quality time it would be a lot easier if it was words of affirmation,0,original tweet
2022-10-09,mike broderick 33,2789,rt cadburyuk we re working together with the ndcs uk to get more of us signing so this tweet and we ll give you back some topics i,359,other
2022-10-09,lu,226,rt miamiumiw doil love language say saranghae and kiss injoo save injoo s life more than once save her in court secured her money,124,other
2022-10-09,wamangosti,688,in my family no one congratulates you they only banter you when you fail love language,0,original tweet
2022-10-09,miaa,1397,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,ana,21,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,idk,1,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,sisy phe,58,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,virgo floral,632,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,nr,3223,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,jose,112,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,novia643303,0,rt kintsugi 22 jiho decided to take care of jamie the cat bc of sangeun s allergy his love language is really acts of service loveinc,165,other
2022-10-09,anna se,46,my love language is i insist you eat something delicious i made,0,original tweet
2022-10-09,britney,2,my love language https t co adrus9b3qv,0,original tweet
2022-10-09,greenace fj,458,i love fiji i was born here and hopefully one day i will be buried here too with all its cultures and traditions https t co wdztscqkjw,0,original tweet
2022-10-09,sariman,205,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,peque a minion,91,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,shayma,1008,the insult is always a rupture in the system of language just as words of love are jacques lacan seminar iii https t co yb7asnv5,0,original tweet
2022-10-09,a,111,rt revelbubs oh it s their love language https t co keoddfcccb,48,other
2022-10-09,fatass kelly price,746,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,tori,85,buying me books you d think i d like is my kinda love language,0,original tweet
2022-10-09,kristina,34,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,adeaaa,316,rt deeptxtmgs being someone s safe place is a love language,15,other
2022-10-09,lane spoopky arc,159,that s why i don t understand relationships where you go your whole life not speaking your partners family tongue https t co xj04dbbsde,0,original tweet
2022-10-09,rvis,1601,rt renecentric irene and her love for flowers it s her love language i will give you the largest fields of flowers in the whole world,15,other
2022-10-09,helen,70,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,kea modise,145,rt indus revol t0nit0ne icethevibe when you know and love yourself your love language won t change changing on consist of trying to f,3,other
2022-10-09,countdix,3,rt dchopeauthor a strong female lead learning to love inaccurate first impressions and a mediterranean hero what more could you,7,other
2022-10-09,debby,1101,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,created,1016,rt shierushiemu i love reading about hanakotoba flower language so i tried to make a compilation of the flower s meanings in eth,82,other
2022-10-09,lexi,211,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,jh ne,18,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,p,618,rt blues of course i remembered is a love language,7386,other
2022-10-09,geeema,181,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,abby elizabeth miller,8216,my love language is https t co p8spkepj3v,1,original tweet
2022-10-09,plain ol paul legacy author,1052,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,kea modise,145,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,kylie,1471,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,kim,317,rt ishle4 everyone their love language deal badbuddyrerunep6 badbuddyseries ohmpawat mynameisnanon ohmnanon https,4,other
2022-10-09,dirty heavy metal king,298,it is so nice being involved with somebody who has the same love language as u,0,original tweet
2022-10-09,nayy,4,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,julsssss,139,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,shinnyy,2,rt f444eryy compartir m sica es mi love language,356,other
2022-10-09,farrukh,303,rt thenighthustler urdu is such a beautiful language imagine someone saying mujhe apse be inteha mohabbat hai instead of i love u,93,other
2022-10-09,big nook,147,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,ray,748,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,yrbkayla,6,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,murjani tiffany,798,rt lingerie addict a really cool thing i just noticed is my book passing 500 reviews on amazon i m so happy that so many people shared t,19,other
2022-10-09,adam sherman,116,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,tiff,183,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,tandss,452,how i realized that my love language was quality time especially because to me the time together was sooo good an https t co u3cttsev32,0,original tweet
2022-10-09,kitacatalaya,113,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,amna,834,rt kaosiso distance is the greatest love language between nigerian parents and their children,300,kaosiso
2022-10-09,i will amber heard you move,592,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,keyzz,1743,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,babykay,401,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,miss scorpio,40485,2 what s your love language,1,original tweet
2022-10-09,dana,1280,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,rlb,346,rt jervyfermin let s figure things out together is a deep kind of love language we both don t know what lies ahead amp if we ll face,1032,other
2022-10-09,the biggest,290,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,itzjuzthoneyy,266,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,rain,4273,rt mochaga tbh i m emotionally available and sexy and my love language is gift giving i cook sew dress nice and will become bewitched,1,other
2022-10-09,accesstoinformation is a human right,5799,brace for impat romeocza youben t you love this english language will never recover from nigerians creativity,0,original tweet
2022-10-09,sharon arnott,2058,rt toppsta win 5 new that s not my books babies amp toddlers love touching the textured touchy feely patches amp looking for the famil,236,other
2022-10-09,aj parish,143,rt toppsta win 5 new that s not my books babies amp toddlers love touching the textured touchy feely patches amp looking for the famil,236,other
2022-10-09,adadioranma,525,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,kendra,473,my love language is sarku japan teriyaki chicken from the mall,0,original tweet
2022-10-09,lila lee luh,812,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,haleyalexandriaaa,946,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,ratilwe team bisexual beauty,71,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,ka lon,426,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,wendy mcbride,701,rt ladyboarder9669 rt get an echo dot for just 0 99 with an amazonmusic unlimited subscription amp enjoy 90 mil songs ad free offline,70,other
2022-10-09,mary olivia,510,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,david m,505,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,senu,25,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,elena gaillard,1285,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,gloww of canada,964,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,nicole,297,hello adrien low maintenance is my comfort rls we ll be do our things and at the end of the day we spend the n https t co gvbadqocb6,0,original tweet
2022-10-09,kaelyn,38,rt pureluvfeels being someone s safe place is a love language,2261,pureluvfeels
2022-10-09,clari b,392,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,thia,6308,rt suwaidybaba alot of people under this tweet with different opinion but one thing i can say is you don t love people in your love langu,139,other
2022-10-09,cami,35,amo quando me marcam em tweet me marcam em tiktok me mandam reels na dm me marcam nos stories acho q essa minha love language,0,original tweet
2022-10-09,larissa,451,some of y alls love language is manipulation,3,original tweet
2022-10-09,margarita,197,rt whotfckisfrank mi love language es estar chingue y chingue,2593,whotfckisfrank
2022-10-09,andr s,52,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,elaine maro,966,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,c a c h e t,1103,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,kristen,11,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,blacklips,388,rt pierrefleury or we don t feel worthy of love or feel something is wrong w us because we havent been in certain types of relationsh,3,other
2022-10-09,soul rebel,5,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,perla,191,rt i4n555 morder es un love language,25,other
2022-10-09,poetry in a pear tree,5180,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,rae,1337,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,bigali,602,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,naomi,1881,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,villageshampion,44,yourwholeheart how food take be love language you mean date or if someone offers you food or cook for you or https t co quhlq7f7rz,0,original tweet
2022-10-09,anabel,1535,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,kristhina ni o,69,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,iyo,348,ver ben yapay m hayat m t rna n k r lmas n is my love language,0,original tweet
2022-10-09,helena,132,rt kansaita mi love language es literalmente esto https t co idt5baijtg,165,kansaita
2022-10-09,k,2221,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,dr shinygoth,1952,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,princyy,472,rt ml philosophy what s your love language,527,other
2022-10-09,jasey,1178,gusto mo picturan kita dyan is my love language,0,original tweet
2022-10-09,juniir,562,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,the sagittarius,3152,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,blvck knight,8,rt stonersrus smoking weed together is an underrated love language,7,other
2022-10-09,kelly ortiz j,196,rt judyouyang love to hear from andreitabarbosa mrsortizj9 ucpsnc on how the reading instruction and language development work in dli,3,other
2022-10-09,veerender singh jubbal,8804,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,like home,254,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
2022-10-09,frankencastle s buttslut,285,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,nick salve he him,651,my love language is words of affirmation but youtube comments don t know that,0,original tweet
2022-10-09,ll sia,23,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
2022-10-09,lauura,58,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
2022-10-09,a,726,rt percyelii of course i remembered is a love language,3412,percyelii
2022-10-09,carlyyy,552,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,kaylamafia,125,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,amelia,73,a este punto mi love language es que me cocinen,0,original tweet
2022-10-09,amarie cash,6,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,trader jose s,610,my love language https t cojntqgrpqg,0,original tweet
2022-10-09,pen avian scoundrel,984,digging in old family secrets and chanting the spells he d said he d never use he peels back the pages of the worn https t co mjge3xtahj,0,original tweet
2022-10-09,now,213,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,xeliiix,49,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
2022-10-09,bela lugosi s bread,744,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,sareabla augen gr bchenloveaccount,546,walkye bruder love language ist bei en napim,0,original tweet
2022-10-09,mani,12,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,official loredren,244,rt shierushiemu i love reading about hanakotoba flower language so i tried to make a compilation of the flower s meanings in eth,82,other
2022-10-09,moccaaa,179,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,sisu,1517,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,dandri,497,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,tamara,704,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,kaloyyy,6,keeping things like this is my love language di ko maalala saan ko nailagay yung iba https t co uuscvgyypc,0,original tweet
2022-10-09,abdulaziz a,829,rt kaosiso distance is the greatest love language between nigerian parents and their children,300,kaosiso
2022-10-09,kendra,57,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
2022-10-09,wh0rr0r,1,rt 2yeji my love language is physical touch and being fucked till i cry,2107,other
2022-10-09,matteo edwardes,11,rt brfguards them william is so distant he doesn t even hold his wife s hand william duh i have my own love language https t c,65,other
2022-10-09,middle east monitor,208875,in middle eastern culture food and hospitality are a love language interview by anjuman rahman https t co jy5ubfzor0,1,original tweet
2022-10-09,mm,84,rt iambrillyant some people are good at creating space to make sure they listen to you others have mastered the art of making sure you f,255,other
2022-10-09,usman,2284,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,auntie,5793,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,dianabechini93,2495,rt ramblingsloa love is the language all animals understand a d williams tt macygruber6 https t co qkrmmllvxw,224,other
2022-10-09,alexandra erin she her,46015,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,frekan,2952,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,carli a,137,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,loveincredible,622,rt seulrenethebae flowers are really seulrene s love language https t co 9hnmrpsc,727,seulrenethebae
2022-10-09,wilsito,520,rt jimearevaloo mi love language es vacilarte,862,jimearevaloo
2022-10-09,dblack rita,23,i am not ashamed to say money is my love language,0,original tweet
2022-10-09,brewster north,1011,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,engr shapez,602,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,s n m,367,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,virgoat,5391,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,j,227,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,elisha torres,8,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,cds,44,heynursekat cattledog22 lol and i m on actual gene therapy now for a vascular disease i love the language people use to spread fear,0,original tweet
2022-10-09,tyty,108,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,2xss,59,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,edgar allan bitch saf eldritch potato,7556,rt halophoenix i love english language media because it doesn t occur to us that this is the norm in many countries and we frame it as,56,other
2022-10-09,st,3422,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,pharm hadiza a,8753,rt kaosiso distance is the greatest love language between nigerian parents and their children,300,kaosiso
2022-10-09,jerica olay,61,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,habib hussain,89,rt 5li love language,172,other
2022-10-09,constanza,116,rt r0ckalet4 my love language es est r chingue y chingue,17781,other
2022-10-09,cali,653,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,kani una,132,rt itsredpapaya fightmyshitlife antihuruuharaa enchatea thavithaa suwarditotok76 aditxxx wkwkw memang love language nya psycal at,1,other
2022-10-09,j sus de black wall street,1000,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,queerlydiscontent2,2593,rt lingerie addict a really cool thing i just noticed is my book passing 500 reviews on amazon i m so happy that so many people shared t,19,other
2022-10-09,joeyana,1,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,immigrants belong here,4236,rt mizteefranklin it s adhdawarenessmonth and i had to show love to blkgirllostkeys who has done so much for the adhd community wh,162,other
2022-10-09,ai,251,rt shierushiemu i love reading about hanakotoba flower language so i tried to make a compilation of the flower s meanings in eth,82,other
2022-10-09,al mac,1653,my love language is talking shit,2,original tweet
2022-10-09,somebodiescoffeepatron,84,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,cinthia,851,rt jacquiedzc mi love language es escucharte decir las cosas q t gustan y luego d rtelas cuando no las esperes,10399,jacquiedzc
2022-10-09,ay,1236,rt kaosiso distance is the greatest love language between nigerian parents and their children,300,kaosiso
2022-10-09,azeneth d aguilar,368,rt tutidemor i m in a conference for world language teachers amp met a woman who came from turkey of course i tried to impress her w my,29,other
2022-10-09,cora harrington,88340,rt lingerie addict a really cool thing i just noticed is my book passing 500 reviews on amazon i m so happy that so many people shared t,19,other
2022-10-09,promise,818,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,ness watching toh s2,241,amity has a human language book omg i love gay people,0,original tweet
2022-10-09,the honorable,244,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,hutu,192,rt jojol682020 i decided to start learning to understand even more of the culture amp perspective because i know language is a gateway f,1,other
2022-10-09,its brittney bxtch,885,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,wanakee,188,what book are you currently reading hashtag a love language,0,original tweet
2022-10-09,rameshwar rai,7,comment on romantic letter to wife from husband a my best letters by love quotes in arabic language and english https t co 3riyddkw,0,original tweet
2022-10-09,rameshwar rai,7,comment on good night gf shayari english in shayari girlfriend ki tareef by love quotes in arabic language and https t co wg5zvn9c4x,0,original tweet
2022-10-09,four seasons hotel bogot,705,we take care of every detail to make the perfect cocktail for you luxury is our love language fsbogot https t co rpusseps5q,0,original tweet
2022-10-09,lorena,65,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
2022-10-09,january8,709,rt t0nit0ne it s fascinating how your primary love language can change according to the type of partner you have for example you may no,3076,t0nit0ne
2022-10-09,todd,1241,rt noheartinhim my love language is talking shit,1176,noheartinhim
2022-10-09,lul,58,rt jimearevaloo mi love language es vacilarte,862,jimearevaloo
2022-10-09,alan henry seen heard paid out now,15137,i love english language media because it doesn t occur to us that this is the norm in many countries and we frame https t co bpmgac5jgr,56,original tweet
2022-10-09,mocha,3055,tbh i m emotionally available and sexy and my love language is gift giving i cook sew dress nice and will becom https t co nq3dtypvdu,1,original tweet
2022-10-09,princess morgan and lady evie,3613,macbark lynniehamish brodiepup haggisadele fin mind your language you can t call an eejit an arse i don https t co pqp0v6n8we,0,original tweet
2022-10-09,supou ek,34,ekla bych e m j love language je k n random fakt kter jsem se dozv d la v d li e jste e kdy uva te alu https t co kknmkrrv,0,original tweet
2022-10-09,claudiia,127,rt jimearevaloo mi love language es vacilarte,862,jimearevaloo
2022-10-09,soyaa,2828,rt houriyvincenzo cenzo s love language https t co fk6ishp3ou,34,other
2022-10-09,diana garcia,16,rt kansaita mi love language es literalmente esto https t co idt5baijtg,166,kansaita
